user_id,department,home_office,home_lat,home_lon,home_country,usual_os,usual_browser,login_start_hour,login_end_hour,mfa_enabled,vpn_habit
U0278,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,8,20,True,True
U0279,Customer_Support,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Firefox,7,19,True,False
U0280,Finance,HQ_London,51.5074,-0.1278,UK,macOS,Safari,8,20,True,False
U0281,Sales,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Safari,7,18,True,False
U0282,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Safari,8,20,True,False
U0283,Executive,HQ_London,51.5074,-0.1278,UK,macOS,Firefox,8,19,True,False
U0284,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Edge,8,19,True,False
U0285,Finance,Branch_Berlin,52.52,13.405,Germany,Windows_10,Chrome,9,20,False,True
U0286,Marketing,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Safari,7,19,True,False
U0287,Legal,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Safari,9,20,True,False
U0288,Legal,Branch_Berlin,52.52,13.405,Germany,macOS,Chrome,7,18,True,False
U0289,Executive,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,7,17,True,True
U0290,Customer_Support,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Edge,8,20,True,False
U0291,Customer_Support,HQ_London,51.5074,-0.1278,UK,Windows_11,Safari,7,19,True,False
U0292,Finance,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Edge,8,20,True,False
U0293,IT_Ops,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Safari,8,17,True,False
U0294,Finance,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Firefox,9,18,True,False
U0295,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,8,18,True,False
U0296,Legal,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,8,17,True,True
U0297,Finance,Branch_Berlin,52.52,13.405,Germany,Windows_10,Edge,8,18,True,True
U0298,R&D,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Safari,9,17,True,False
U0299,Executive,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,8,17,True,True
U0300,IT_Ops,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Safari,9,18,True,False
U0301,R&D,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Safari,8,18,True,False
U0302,Executive,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Safari,7,18,True,False
U0303,Customer_Support,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Safari,8,20,True,True
U0304,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Chrome,8,18,True,True
U0305,R&D,Branch_Berlin,52.52,13.405,Germany,Windows_11,Chrome,8,19,True,False
U0306,R&D,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Chrome,9,18,True,False
U0307,R&D,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Safari,7,18,True,False
U0308,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,7,18,True,False
U0309,Customer_Support,Branch_Bengaluru,12.9716,77.5946,India,macOS,Edge,8,19,False,False
U0310,Finance,HQ_London,51.5074,-0.1278,UK,Windows_11,Edge,9,18,True,True
U0311,HR,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Safari,8,18,True,True
U0312,Legal,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,8,19,True,False
U0313,R&D,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,9,20,True,False
U0314,Finance,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,7,20,True,False
U0315,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Edge,9,17,True,False
U0316,R&D,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Safari,8,17,False,False
U0317,HR,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Edge,7,19,True,False
U0318,HR,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,8,17,True,True
U0319,R&D,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Safari,7,17,True,False
U0320,Legal,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,7,20,True,False
U0321,Finance,Branch_Bengaluru,12.9716,77.5946,India,macOS,Firefox,8,18,True,False
U0322,Finance,Branch_Berlin,52.52,13.405,Germany,Windows_10,Safari,8,18,True,True
U0323,Legal,Branch_Berlin,52.52,13.405,Germany,Windows_10,Chrome,7,18,True,False
U0324,Legal,Branch_Bengaluru,12.9716,77.5946,India,macOS,Firefox,7,19,True,True
U0325,Executive,Branch_Berlin,52.52,13.405,Germany,Windows_11,Edge,7,18,True,True
U0326,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Safari,7,18,True,False
U0327,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,8,20,True,False
U0328,R&D,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Chrome,7,19,True,False
U0329,Legal,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Safari,9,20,True,False
U0330,Executive,HQ_London,51.5074,-0.1278,UK,Windows_11,Edge,7,18,False,True
U0331,IT_Ops,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,9,18,True,True
U0332,Legal,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Edge,9,18,True,False
U0333,Engineering,HQ_London,51.5074,-0.1278,UK,macOS,Edge,7,19,True,False
U0334,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Edge,8,19,True,True
U0335,Executive,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Safari,9,19,True,False
U0336,HR,Branch_Bengaluru,12.9716,77.5946,India,macOS,Chrome,9,17,True,False
U0337,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Chrome,8,19,True,True
U0338,Engineering,Branch_Berlin,52.52,13.405,Germany,Windows_10,Edge,7,20,False,True
U0339,Finance,Branch_Berlin,52.52,13.405,Germany,Windows_11,Chrome,7,18,True,False
U0340,Legal,HQ_NewYork,40.7128,-74.006,USA,macOS,Edge,8,17,True,True
U0341,Sales,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Safari,8,20,False,False
U0342,Customer_Support,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Chrome,8,17,True,True
U0343,Engineering,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Edge,7,18,True,True
U0344,R&D,HQ_NewYork,40.7128,-74.006,USA,macOS,Chrome,7,18,False,False
U0345,IT_Ops,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Firefox,9,20,True,False
U0346,Legal,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Edge,8,19,False,False
U0347,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,macOS,Firefox,7,18,True,False
U0348,Finance,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,8,19,True,False
U0349,Sales,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Edge,7,17,True,False
U0350,Executive,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,7,18,False,False
U0351,Engineering,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Firefox,7,20,False,False
U0352,Customer_Support,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Chrome,7,17,True,False
U0353,Sales,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Edge,9,17,True,True
U0354,Finance,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Safari,7,17,False,False
U0355,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,7,20,True,False
U0356,Engineering,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Edge,7,18,True,False
U0357,HR,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,8,20,True,True
U0358,HR,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Chrome,8,19,True,False
U0359,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Edge,7,17,True,True
U0360,Marketing,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,7,17,True,True
U0361,Customer_Support,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,8,18,True,False
U0362,IT_Ops,Branch_Berlin,52.52,13.405,Germany,macOS,Firefox,9,18,True,False
U0363,R&D,Branch_Berlin,52.52,13.405,Germany,Windows_10,Safari,7,17,True,False
U0364,Engineering,Branch_Berlin,52.52,13.405,Germany,Windows_11,Edge,9,18,True,True
U0365,HR,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Chrome,7,18,True,False
U0366,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Chrome,8,19,True,False
U0367,Legal,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Firefox,9,19,True,False
U0368,HR,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Firefox,7,17,False,False
U0369,Legal,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Edge,9,18,True,True
U0370,R&D,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,8,19,True,False
U0371,Finance,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Chrome,8,18,True,True
U0372,Marketing,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Chrome,8,20,True,False
U0373,Legal,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,7,20,True,False
U0374,Sales,HQ_London,51.5074,-0.1278,UK,Windows_11,Chrome,8,17,True,False
U0375,Finance,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Firefox,9,17,True,False
U0376,Finance,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Safari,9,18,True,False
U0377,Engineering,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Firefox,8,19,True,True
U0378,Finance,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Firefox,7,19,True,True
U0379,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Chrome,7,18,True,False
U0380,R&D,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Safari,8,20,False,True
U0381,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,8,18,True,True
U0382,R&D,Branch_Bengaluru,12.9716,77.5946,India,macOS,Chrome,7,17,True,True
U0383,Customer_Support,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Safari,9,20,False,False
U0384,R&D,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Edge,7,20,False,False
U0385,Customer_Support,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,7,18,False,False
U0386,HR,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Safari,7,18,True,True
U0387,Finance,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,8,20,False,True
U0388,Executive,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,7,18,True,False
U0389,Finance,HQ_NewYork,40.7128,-74.006,USA,macOS,Edge,8,19,True,False
U0390,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Edge,8,18,True,False
U0391,Legal,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,7,20,False,False
U0392,Engineering,Branch_Bengaluru,12.9716,77.5946,India,macOS,Edge,8,17,False,True
U0393,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Edge,9,20,True,True
U0394,R&D,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Edge,7,18,True,False
U0395,Legal,HQ_London,51.5074,-0.1278,UK,Windows_10,Firefox,7,17,True,False
U0396,IT_Ops,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Edge,8,20,True,True
U0397,Engineering,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Safari,7,20,True,True
U0398,HR,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Edge,7,20,True,False
U0399,Sales,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Firefox,8,20,True,False
U0400,Engineering,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Chrome,7,19,True,False
U0401,Marketing,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,8,18,True,False
U0402,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Edge,9,19,True,True
U0403,Finance,Branch_Bengaluru,12.9716,77.5946,India,macOS,Edge,8,19,True,False
U0404,Sales,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,9,17,True,False
U0405,Marketing,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Chrome,9,18,True,False
U0406,Customer_Support,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Edge,7,18,True,False
U0407,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,7,19,True,False
U0408,Legal,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Edge,9,19,True,True
U0409,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Firefox,9,17,False,False
U0410,Marketing,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Firefox,7,19,True,False
U0411,R&D,HQ_London,51.5074,-0.1278,UK,Windows_10,Chrome,8,19,True,True
U0412,Engineering,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,7,18,True,False
U0413,Finance,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Safari,8,20,True,True
U0414,Sales,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Edge,9,18,True,True
U0415,Sales,HQ_London,51.5074,-0.1278,UK,macOS,Firefox,7,20,True,True
U0416,Finance,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Edge,8,19,True,False
U0417,HR,Branch_Bengaluru,12.9716,77.5946,India,macOS,Firefox,7,20,True,True
U0418,HR,HQ_London,51.5074,-0.1278,UK,Windows_10,Chrome,8,17,True,False
U0419,Customer_Support,Branch_Berlin,52.52,13.405,Germany,Windows_11,Chrome,9,17,True,True
U0420,R&D,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,9,18,True,False
U0421,Engineering,Branch_Bengaluru,12.9716,77.5946,India,Windows_11,Edge,9,18,True,False
U0422,Customer_Support,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,7,20,True,True
U0423,Marketing,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Safari,8,18,True,False
U0424,Sales,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Firefox,7,17,True,False
U0425,Executive,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Chrome,9,17,True,True
U0426,Marketing,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Edge,8,20,True,False
U0427,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Edge,8,17,True,False
U0428,Engineering,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Edge,8,20,False,True
U0429,Finance,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Chrome,8,20,False,True
U0430,Legal,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Firefox,7,18,True,True
U0431,HR,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,7,20,True,False
U0432,HR,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Safari,8,17,True,False
U0433,Engineering,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,8,18,True,False
U0434,Legal,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,9,20,False,False
U0435,Finance,Branch_Sydney,-33.8688,151.2093,Australia,macOS,Firefox,8,19,True,True
U0436,Legal,Branch_Singapore,1.3521,103.8198,Singapore,Windows_11,Safari,8,20,True,False
U0437,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Chrome,8,20,True,False
U0438,Finance,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,8,19,True,False
U0439,R&D,Branch_Bengaluru,12.9716,77.5946,India,macOS,Safari,7,17,True,True
U0440,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,macOS,Chrome,7,18,True,False
U0441,Legal,HQ_NewYork,40.7128,-74.006,USA,Windows_10,Firefox,7,20,True,False
U0442,Sales,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Safari,7,17,True,False
U0443,Executive,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Chrome,9,17,True,False
U0444,Executive,Branch_Singapore,1.3521,103.8198,Singapore,Windows_10,Firefox,7,20,True,False
U0445,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,8,20,False,False
U0446,R&D,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Safari,9,19,True,False
U0447,IT_Ops,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Firefox,9,19,True,False
U0448,HR,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,8,20,True,False
U0449,Legal,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,9,17,True,True
U0450,Engineering,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,9,19,True,True
U0451,Marketing,HQ_London,51.5074,-0.1278,UK,macOS,Safari,7,18,True,False
U0452,Sales,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,8,20,False,False
U0453,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Windows_11,Edge,7,20,True,False
U0454,IT_Ops,Branch_Sydney,-33.8688,151.2093,Australia,Windows_10,Edge,8,18,False,True
U0455,HR,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Chrome,8,19,True,True
U0456,Executive,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Edge,8,18,True,False
U0457,Executive,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Edge,7,19,True,False
U0458,Customer_Support,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,7,19,True,True
U0459,IT_Ops,Branch_Bengaluru,12.9716,77.5946,India,macOS,Firefox,9,20,False,False
U0460,Engineering,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Firefox,9,18,False,False
U0461,IT_Ops,Branch_Singapore,1.3521,103.8198,Singapore,Ubuntu_22,Edge,9,19,True,False
U0462,IT_Ops,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Chrome,8,18,True,True
U0463,Finance,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,9,18,False,False
U0464,Finance,HQ_London,51.5074,-0.1278,UK,Windows_11,Firefox,7,20,True,True
U0465,Finance,HQ_NewYork,40.7128,-74.006,USA,macOS,Chrome,9,18,False,False
U0466,R&D,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Edge,7,20,True,False
U0467,Executive,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Edge,9,17,True,False
U0468,Executive,HQ_NewYork,40.7128,-74.006,USA,Ubuntu_22,Safari,8,17,True,False
U0469,HR,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Firefox,8,19,False,True
U0470,Customer_Support,HQ_London,51.5074,-0.1278,UK,Windows_11,Chrome,9,20,True,False
U0471,Marketing,HQ_London,51.5074,-0.1278,UK,Windows_10,Safari,9,18,True,True
U0472,Marketing,HQ_London,51.5074,-0.1278,UK,Windows_10,Chrome,9,20,True,True
U0473,Finance,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Safari,8,19,True,False
U0474,Finance,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Edge,8,20,True,False
U0475,Executive,HQ_London,51.5074,-0.1278,UK,macOS,Safari,7,17,True,False
U0476,Legal,Branch_Bengaluru,12.9716,77.5946,India,Windows_10,Edge,8,20,True,False
U0477,R&D,Branch_Berlin,52.52,13.405,Germany,Windows_10,Chrome,8,18,False,True
U0478,Finance,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Chrome,9,20,True,True
U0479,Engineering,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,8,20,True,False
U0480,Marketing,HQ_London,51.5074,-0.1278,UK,Windows_11,Safari,8,17,True,False
U0481,Executive,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Safari,7,18,True,False
U0482,HR,Branch_Toronto,43.6532,-79.3832,Canada,macOS,Chrome,7,20,True,True
U0483,Sales,HQ_NewYork,40.7128,-74.006,USA,macOS,Safari,8,20,False,True
U0484,IT_Ops,HQ_NewYork,40.7128,-74.006,USA,macOS,Firefox,8,20,True,False
U0485,Finance,Branch_Berlin,52.52,13.405,Germany,Ubuntu_22,Firefox,9,20,True,False
U0486,R&D,Branch_Sydney,-33.8688,151.2093,Australia,Windows_11,Firefox,8,18,True,False
U0487,Marketing,HQ_London,51.5074,-0.1278,UK,Windows_10,Firefox,8,17,True,False
U0488,IT_Ops,Branch_Toronto,43.6532,-79.3832,Canada,Ubuntu_22,Safari,8,18,True,False
U0489,Legal,HQ_NewYork,40.7128,-74.006,USA,Windows_11,Firefox,9,18,True,False
U0490,Executive,HQ_London,51.5074,-0.1278,UK,Windows_10,Edge,7,20,True,False
U0491,Engineering,Branch_Toronto,43.6532,-79.3832,Canada,Windows_11,Firefox,8,20,False,True
U0492,Legal,Branch_Berlin,52.52,13.405,Germany,Windows_10,Edge,7,19,False,False
U0493,Finance,HQ_London,51.5074,-0.1278,UK,Ubuntu_22,Firefox,7,17,True,False
U0494,Customer_Support,Branch_Toronto,43.6532,-79.3832,Canada,Windows_10,Chrome,7,20,False,False
U0495,Customer_Support,Branch_Berlin,52.52,13.405,Germany,Windows_11,Safari,9,18,False,False
U0496,Engineering,Branch_Sydney,-33.8688,151.2093,Australia,Ubuntu_22,Edge,7,20,True,False
U0497,Legal,Branch_Bengaluru,12.9716,77.5946,India,Ubuntu_22,Firefox,8,20,True,False
U0498,Finance,Branch_Bengaluru,12.9716,77.5946,India,macOS,Firefox,7,17,True,True
U0499,Engineering,Branch_Singapore,1.3521,103.8198,Singapore,macOS,Safari,8,17,True,False
U0500,Marketing,Branch_Bengaluru,12.9716,77.5946,India,macOS,Edge,9,20,True,False
