entity_id,entity_type,department,role,privilege_level,manager,home_office,home_lat,home_lon,home_country,home_asn,home_isp,usual_os,usual_browser,usual_auth_method,login_start_hour,login_end_hour,mfa_enabled,vpn_habit,works_weekends,schedule_type
U0155,user,Customer_Support,Engineer,2,U0009,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_10,Firefox,certificate,9,20,True,True,False,office_hours
U0156,user,Customer_Support,Analyst,1,U0009,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Safari,password,7,19,True,True,False,office_hours
U0157,user,Marketing,Specialist,2,U0005,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Safari,token,9,19,True,False,False,office_hours
U0158,user,Legal,Senior_Engineer,3,U0007,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Chrome,token,8,19,True,True,False,office_hours
U0159,user,Marketing,Senior_Specialist,3,U0005,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Firefox,password,9,18,True,True,False,office_hours
U0160,user,R&D,Associate,1,U0008,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Ubuntu_22,Safari,token,7,19,True,False,False,office_hours
U0161,user,Finance,Senior_Analyst,2,U0002,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Safari,sso,7,17,False,False,False,office_hours
U0162,user,Marketing,Senior_Engineer,3,U0005,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Edge,token,9,20,False,True,False,office_hours
U0163,user,Marketing,Associate,1,U0005,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Ubuntu_22,Edge,biometric,7,19,True,False,False,office_hours
U0164,user,HR,Specialist,2,U0003,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Edge,password,9,17,True,True,False,office_hours
U0165,user,Sales,Analyst,1,U0004,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Edge,token,9,17,True,False,False,office_hours
U0166,user,OT_Operations,Analyst,1,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Edge,certificate,9,19,True,True,False,office_hours
U0167,user,R&D,Support_Agent,1,U0008,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Ubuntu_22,Safari,biometric,9,18,True,False,False,office_hours
U0168,user,Finance,Specialist,2,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Chrome,password,9,18,True,True,False,office_hours
U0169,user,Customer_Support,Support_Agent,1,U0009,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Safari,sso,8,18,True,False,True,office_hours
U0170,user,R&D,Engineer,2,U0008,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Edge,sso,9,18,True,True,False,office_hours
U0171,user,Finance,Senior_Analyst,2,U0002,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_11,Edge,token,7,20,True,False,False,office_hours
U0172,user,Legal,Support_Agent,1,U0007,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Chrome,password,9,20,True,False,False,office_hours
U0173,user,Engineering,Engineer,2,U0001,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Safari,sso,7,20,True,True,False,office_hours
U0174,user,Finance,Support_Agent,1,U0002,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_10,Firefox,password,9,17,True,False,False,office_hours
U0175,user,Sales,Engineer,2,U0004,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Firefox,biometric,7,18,True,True,False,office_hours
U0176,user,Executive,CxO,5,,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_10,Edge,sso,9,18,True,True,False,office_hours
U0177,user,Executive,Director,5,,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Safari,password,8,20,True,True,False,office_hours
U0178,user,HR,Associate,1,U0003,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_10,Firefox,token,9,18,True,False,False,office_hours
U0179,user,Legal,Senior_Analyst,2,U0007,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Firefox,token,7,20,True,True,False,office_hours
U0180,user,Sales,Analyst,1,U0004,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Firefox,sso,9,18,True,False,False,office_hours
U0181,user,Engineering,Associate,1,U0001,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Firefox,certificate,9,18,True,True,False,office_hours
U0182,user,Marketing,Support_Agent,1,U0005,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Edge,token,8,20,True,False,False,office_hours
U0183,user,IT_Ops,Team_Lead,3,U0006,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Firefox,biometric,7,19,True,False,False,office_hours
U0184,user,Marketing,Analyst,1,U0005,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Firefox,token,9,19,True,False,False,office_hours
U0185,user,OT_Operations,Engineer,2,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Firefox,biometric,8,18,False,False,False,office_hours
U0186,user,Engineering,Senior_Analyst,2,U0001,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Safari,password,9,18,True,True,False,office_hours
U0187,user,R&D,Support_Agent,1,U0008,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Chrome,password,9,20,True,False,False,office_hours
U0188,user,Marketing,Support_Agent,1,U0005,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Chrome,sso,9,18,True,False,False,office_hours
U0189,user,IT_Ops,Analyst,1,U0006,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Ubuntu_22,Safari,certificate,9,18,True,False,False,office_hours
U0190,user,OT_Operations,Senior_Analyst,2,U0010,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Safari,password,7,18,True,False,False,office_hours
U0191,user,IT_Ops,Senior_Analyst,2,U0006,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Firefox,sso,9,20,True,False,False,office_hours
U0192,user,Marketing,Senior_Specialist,3,U0005,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Edge,password,7,18,True,False,False,office_hours
U0193,user,Finance,Support_Agent,1,U0002,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Edge,token,9,18,True,False,True,office_hours
U0194,user,IT_Ops,Analyst,1,U0006,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Safari,sso,8,17,True,False,False,office_hours
U0195,user,Sales,Analyst,1,U0004,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Safari,password,9,19,True,False,False,office_hours
U0196,user,HR,Support_Agent,1,U0003,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Edge,password,7,19,True,False,False,office_hours
U0197,user,Finance,Analyst,1,U0002,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Chrome,password,9,17,True,False,False,office_hours
U0198,user,Engineering,Analyst,1,U0001,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Firefox,certificate,7,20,True,True,False,office_hours
U0199,user,HR,Analyst,1,U0003,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Safari,biometric,8,19,False,False,False,office_hours
U0200,user,Executive,Director,5,,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Safari,token,9,20,True,True,False,office_hours
U0201,user,OT_Operations,Senior_Engineer,3,U0010,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,RHEL_9,Firefox,token,7,20,False,True,False,office_hours
U0202,user,R&D,Senior_Engineer,3,U0008,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Safari,token,9,18,True,False,False,office_hours
U0203,user,Customer_Support,Support_Agent,1,U0009,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Edge,sso,7,20,True,True,False,office_hours
U0204,user,Marketing,Specialist,2,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Safari,sso,8,20,True,False,False,office_hours
U0205,user,Legal,Engineer,2,U0007,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Firefox,certificate,8,18,True,True,False,office_hours
U0206,user,OT_Operations,Engineer,2,U0010,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Chrome,password,7,18,True,False,False,office_hours
U0207,user,Executive,Director,5,,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Ubuntu_22,Chrome,password,7,17,True,False,False,office_hours
U0208,user,IT_Ops,Associate,1,U0006,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Safari,password,9,20,True,True,False,office_hours
U0209,user,Finance,Analyst,1,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Firefox,token,9,18,True,False,False,office_hours
U0210,user,Legal,Senior_Analyst,2,U0007,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Chrome,biometric,7,20,True,False,False,office_hours
U0211,user,Sales,Support_Agent,1,U0004,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Chrome,biometric,9,18,True,True,False,office_hours
U0212,user,OT_Operations,Senior_Specialist,3,U0010,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Safari,certificate,9,17,True,False,False,office_hours
U0213,user,OT_Operations,Engineer,2,U0010,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Edge,password,8,17,True,False,False,office_hours
U0214,user,Legal,Specialist,2,U0007,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_10,Safari,certificate,9,18,True,False,False,office_hours
U0215,user,IT_Ops,Senior_Specialist,3,U0006,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_11,Safari,password,8,20,True,False,False,office_hours
U0216,user,R&D,Associate,1,U0008,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Edge,password,7,19,True,False,False,office_hours
U0217,user,R&D,Senior_Analyst,2,U0008,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Edge,token,7,20,True,False,False,office_hours
U0218,user,OT_Operations,Engineer,2,U0010,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Ubuntu_22,Edge,token,7,20,False,True,False,office_hours
U0219,user,Sales,Senior_Specialist,3,U0004,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Safari,password,7,18,True,False,False,office_hours
U0220,user,Customer_Support,Support_Agent,1,U0009,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Edge,certificate,9,17,True,False,False,office_hours
U0221,user,Engineering,Senior_Specialist,3,U0001,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Firefox,biometric,7,20,True,False,False,office_hours
U0222,user,Legal,Associate,1,U0007,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Edge,certificate,8,20,False,True,True,office_hours
U0223,user,Finance,Engineer,2,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Safari,password,8,18,True,True,False,office_hours
U0224,user,Customer_Support,Specialist,2,U0009,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,macOS,Chrome,password,9,20,True,False,False,office_hours
U0225,user,R&D,Analyst,1,U0008,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Firefox,sso,8,17,True,True,False,office_hours
U0226,user,OT_Operations,Analyst,1,U0010,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Safari,certificate,9,17,True,False,False,office_hours
U0227,user,Sales,Engineer,2,U0004,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,macOS,Chrome,sso,8,18,True,True,False,office_hours
U0228,user,Finance,Analyst,1,U0002,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Ubuntu_22,Firefox,certificate,9,18,True,False,False,office_hours
U0229,user,HR,Support_Agent,1,U0003,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Ubuntu_22,Safari,sso,7,17,True,True,False,office_hours
U0230,user,IT_Ops,Team_Lead,3,U0006,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_10,Edge,certificate,7,19,True,False,False,office_hours
U0231,user,OT_Operations,Senior_Engineer,3,U0010,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Ubuntu_22,Edge,certificate,7,20,True,True,False,office_hours
U0232,user,Finance,Senior_Analyst,2,U0002,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_10,Safari,sso,9,20,True,False,False,office_hours
U0233,user,Finance,Associate,1,U0002,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_10,Chrome,sso,8,19,True,False,False,office_hours
U0234,user,Legal,Support_Agent,1,U0007,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Chrome,token,9,18,False,True,False,office_hours
U0235,user,Executive,CxO,5,,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Safari,biometric,7,17,True,False,False,office_hours
U0236,user,Executive,VP,5,,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Chrome,biometric,9,17,True,False,False,office_hours
U0237,user,Marketing,Associate,1,U0005,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Chrome,token,8,19,True,True,False,office_hours
U0238,user,OT_Operations,Analyst,1,U0010,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Safari,sso,7,19,True,False,False,office_hours
U0239,user,OT_Operations,Senior_Analyst,2,U0010,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_11,Chrome,password,8,19,True,True,False,office_hours
U0240,user,Engineering,Specialist,2,U0001,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Edge,password,9,19,True,True,False,office_hours
U0241,user,Customer_Support,Senior_Analyst,2,U0009,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Chrome,sso,7,20,False,False,False,office_hours
U0242,user,Finance,Senior_Analyst,2,U0002,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,macOS,Edge,biometric,7,20,True,False,False,office_hours
U0243,user,Sales,Specialist,2,U0004,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_10,Chrome,sso,7,18,True,False,False,office_hours
U0244,user,Engineering,Senior_Engineer,3,U0001,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,macOS,Chrome,password,7,20,True,True,False,office_hours
U0245,user,Marketing,Associate,1,U0005,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,macOS,Safari,sso,7,17,True,False,False,office_hours
U0246,user,Executive,VP,5,,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Edge,password,8,20,True,False,False,office_hours
U0247,user,Marketing,Associate,1,U0005,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_10,Chrome,password,8,19,True,False,False,office_hours
U0248,user,Sales,Analyst,1,U0004,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Firefox,sso,8,17,True,False,False,office_hours
U0249,user,Sales,Team_Lead,3,U0004,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Edge,sso,7,17,False,False,False,office_hours
U0250,user,Customer_Support,Analyst,1,U0009,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_11,Chrome,password,7,18,True,False,False,office_hours
U0251,user,OT_Operations,Support_Agent,1,U0010,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Chrome,password,9,20,True,True,False,office_hours
U0252,user,IT_Ops,Analyst,1,U0006,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,RHEL_9,Safari,sso,8,20,True,False,False,office_hours
U0253,user,Sales,Team_Lead,3,U0004,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_10,Chrome,certificate,9,18,True,False,False,office_hours
U0254,user,R&D,Analyst,1,U0008,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Firefox,certificate,9,18,True,False,False,office_hours
U0255,user,Legal,Engineer,2,U0007,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Edge,token,7,17,True,True,False,office_hours
U0256,user,Marketing,Analyst,1,U0005,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Firefox,sso,7,18,True,True,False,office_hours
U0257,user,Engineering,Senior_Analyst,2,U0001,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Firefox,password,9,19,True,False,False,office_hours
U0258,user,Engineering,Engineer,2,U0001,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Firefox,sso,8,19,True,True,True,office_hours
U0259,user,Executive,CxO,5,,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Firefox,sso,8,18,False,False,False,office_hours
U0260,user,Engineering,Support_Agent,1,U0001,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,RHEL_9,Edge,sso,8,20,True,True,False,office_hours
U0261,user,HR,Engineer,2,U0003,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,macOS,Firefox,biometric,9,19,True,False,False,office_hours
U0262,user,Marketing,Engineer,2,U0005,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Safari,sso,9,17,True,True,False,office_hours
U0263,user,Executive,CxO,5,,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_10,Edge,biometric,7,19,False,True,False,office_hours
U0264,user,Finance,Senior_Specialist,3,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Ubuntu_22,Chrome,password,7,17,True,False,False,office_hours
U0265,user,Engineering,Support_Agent,1,U0001,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Safari,sso,8,20,True,False,False,office_hours
U0266,user,OT_Operations,Senior_Analyst,2,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,Windows_11,Chrome,password,8,19,False,True,False,office_hours
U0267,user,Legal,Associate,1,U0007,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Safari,biometric,8,18,True,False,True,office_hours
U0268,user,IT_Ops,Associate,1,U0006,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,macOS,Edge,password,7,20,True,False,False,office_hours
U0269,user,IT_Ops,Associate,1,U0006,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_10,Chrome,password,7,19,False,False,False,office_hours
U0270,user,Legal,Support_Agent,1,U0007,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,RHEL_9,Safari,password,8,19,True,True,False,office_hours
U0271,user,Marketing,Analyst,1,U0005,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Chrome,password,8,20,False,False,False,office_hours
U0272,user,Legal,Team_Lead,3,U0007,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Firefox,token,7,20,False,False,False,office_hours
U0273,user,Customer_Support,Senior_Specialist,3,U0009,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Safari,password,7,18,True,True,False,office_hours
U0274,user,OT_Operations,Support_Agent,1,U0010,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Chrome,password,9,20,True,False,False,office_hours
U0275,user,Engineering,Specialist,2,U0001,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Safari,password,9,17,False,False,False,office_hours
U0276,user,Marketing,Team_Lead,3,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Safari,certificate,8,17,True,False,False,office_hours
U0277,user,OT_Operations,Senior_Analyst,2,U0010,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_10,Chrome,biometric,8,19,True,False,False,office_hours
U0278,user,Marketing,Senior_Specialist,3,U0005,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Firefox,token,9,20,True,True,False,office_hours
U0279,user,Executive,Director,5,,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Safari,biometric,8,17,True,True,False,office_hours
U0280,user,Customer_Support,Support_Agent,1,U0009,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_10,Firefox,sso,7,17,True,False,False,office_hours
U0281,user,Sales,Analyst,1,U0004,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Chrome,password,8,20,True,False,False,office_hours
U0282,user,IT_Ops,Analyst,1,U0006,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Chrome,token,7,18,False,False,False,office_hours
U0283,user,Marketing,Specialist,2,U0005,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Ubuntu_22,Firefox,certificate,9,17,True,False,False,office_hours
U0284,user,OT_Operations,Analyst,1,U0010,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Ubuntu_22,Edge,password,8,20,True,True,False,office_hours
U0285,user,IT_Ops,Specialist,2,U0006,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Chrome,token,8,19,True,False,False,office_hours
U0286,user,OT_Operations,Associate,1,U0010,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Safari,certificate,9,18,True,False,False,office_hours
U0287,user,Marketing,Team_Lead,3,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Firefox,token,9,18,True,False,False,office_hours
U0288,user,OT_Operations,Analyst,1,U0010,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,RHEL_9,Firefox,password,8,18,True,False,False,office_hours
U0289,user,HR,Team_Lead,3,U0003,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Edge,password,8,20,True,True,False,office_hours
U0290,user,Marketing,Associate,1,U0005,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,RHEL_9,Chrome,token,7,17,False,False,False,office_hours
U0291,user,Engineering,Senior_Engineer,3,U0001,HQ_London,51.5074,-0.1278,UK,AS5089,Virgin_Media_Business,macOS,Safari,sso,8,18,True,False,False,office_hours
U0292,user,R&D,Associate,1,U0008,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Safari,password,7,18,True,False,False,office_hours
U0293,user,Executive,VP,5,,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Safari,password,9,18,True,False,False,office_hours
U0294,user,Customer_Support,Support_Agent,1,U0009,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Windows_10,Edge,token,7,20,True,True,True,office_hours
U0295,user,Engineering,Analyst,1,U0001,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Firefox,token,8,19,True,True,False,office_hours
U0296,user,Legal,Associate,1,U0007,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Chrome,certificate,7,17,True,False,True,office_hours
U0297,user,OT_Operations,Support_Agent,1,U0010,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,RHEL_9,Chrome,certificate,9,17,True,True,False,office_hours
U0298,user,Finance,Engineer,2,U0002,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,Windows_10,Chrome,token,9,17,True,True,False,office_hours
U0299,user,HR,Associate,1,U0003,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,macOS,Chrome,biometric,8,18,True,False,False,office_hours
U0300,user,Sales,Analyst,1,U0004,Branch_Bengaluru,12.9716,77.5946,India,AS55836,Reliance_Jio_Business,Windows_11,Safari,sso,9,20,True,True,False,office_hours
U0301,user,Finance,Senior_Specialist,3,U0002,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Chrome,biometric,7,19,True,False,False,office_hours
U0302,user,Marketing,Associate,1,U0005,Branch_Sydney,-33.8688,151.2093,Australia,AS1221,Telstra_Business,Windows_11,Edge,token,9,19,True,True,False,office_hours
U0303,user,Engineering,Associate,1,U0001,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,macOS,Edge,sso,9,19,False,True,False,office_hours
U0304,user,HR,Analyst,1,U0003,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Ubuntu_22,Safari,biometric,9,18,True,False,True,office_hours
U0305,user,HR,Support_Agent,1,U0003,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_10,Safari,biometric,9,17,False,False,False,office_hours
U0306,user,HR,Analyst,1,U0003,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,Ubuntu_22,Chrome,password,9,19,True,False,False,office_hours
U0307,user,Executive,Director,5,,Branch_Toronto,43.6532,-79.3832,Canada,AS812,Rogers_Business,RHEL_9,Chrome,token,9,18,True,False,False,office_hours
U0308,user,HR,Senior_Specialist,3,U0003,Branch_Berlin,52.52,13.405,Germany,AS3320,Deutsche_Telekom_Business,Windows_11,Firefox,token,8,20,False,True,False,office_hours
U0309,user,Sales,Analyst,1,U0004,HQ_NewYork,40.7128,-74.006,USA,AS7018,AT&T_Corporate,RHEL_9,Safari,token,7,17,True,False,False,office_hours
U0310,user,R&D,Associate,1,U0008,Branch_Singapore,1.3521,103.8198,Singapore,AS9506,SingTel_Business,Windows_11,Safari,token,9,17,True,False,False,office_hours
